Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp
34,Hérault,014,Mèze,31423,7650,24.35,23773,75.65,2120,6.75,8.92,871,2.77,3.66,20782,66.14,87.42,1,M,MACRON,Emmanuel,10234,32.57,49.24,2,F,LE PEN,Marine,10548,33.57,50.76
34,Hérault,015,Montpellier-1,26441,8791,33.25,17650,66.75,1319,4.99,7.47,416,1.57,2.36,15915,60.19,90.17,1,M,MACRON,Emmanuel,12105,45.78,76.06,2,F,LE PEN,Marine,3810,14.41,23.94
34,Hérault,016,Montpellier-2,19693,6004,30.49,13689,69.51,1206,6.12,8.81,315,1.6,2.3,12168,61.79,88.89,1,M,MACRON,Emmanuel,9607,48.78,78.95,2,F,LE PEN,Marine,2561,13,21.05
34,Hérault,017,Montpellier-3,29999,8593,28.64,21406,71.36,1764,5.88,8.24,486,1.62,2.27,19156,63.86,89.49,1,M,MACRON,Emmanuel,15157,50.53,79.12,2,F,LE PEN,Marine,3999,13.33,20.88
34,Hérault,018,Montpellier-4,36114,10657,29.51,25457,70.49,2094,5.8,8.23,725,2.01,2.85,22638,62.68,88.93,1,M,MACRON,Emmanuel,16026,44.38,70.79,2,F,LE PEN,Marine,6612,18.31,29.21
34,Hérault,019,Montpellier-5,29594,9194,31.07,20400,68.93,1704,5.76,8.35,465,1.57,2.28,18231,61.6,89.37,1,M,MACRON,Emmanuel,14849,50.18,81.45,2,F,LE PEN,Marine,3382,11.43,18.55
34,Hérault,020,Montpellier - Castelnau-le-Lez,39837,9417,23.64,30420,76.36,2713,6.81,8.92,721,1.81,2.37,26986,67.74,88.71,1,M,MACRON,Emmanuel,20594,51.7,76.31,2,F,LE PEN,Marine,6392,16.05,23.69
34,Hérault,021,Pézenas,27296,5990,21.94,21306,78.06,2125,7.79,9.97,806,2.95,3.78,18375,67.32,86.24,1,M,MACRON,Emmanuel,9423,34.52,51.28,2,F,LE PEN,Marine,8952,32.8,48.72
34,Hérault,022,Pignan,32574,7373,22.63,25201,77.37,2342,7.19,9.29,807,2.48,3.2,22052,67.7,87.5,1,M,MACRON,Emmanuel,12399,38.06,56.23,2,F,LE PEN,Marine,9653,29.63,43.77
34,Hérault,023,Saint-Gély-du-Fesc,35211,6290,17.86,28921,82.14,2719,7.72,9.4,791,2.25,2.74,25411,72.17,87.86,1,M,MACRON,Emmanuel,17980,51.06,70.76,2,F,LE PEN,Marine,7431,21.1,29.24
34,Hérault,024,Saint-Pons-de-Thomières,26782,6137,22.91,20645,77.09,2339,8.73,11.33,829,3.1,4.02,17477,65.26,84.65,1,M,MACRON,Emmanuel,9525,35.56,54.5,2,F,LE PEN,Marine,7952,29.69,45.5
34,Hérault,025,Sète,32086,8444,26.32,23642,73.68,2013,6.27,8.51,977,3.04,4.13,20652,64.36,87.35,1,M,MACRON,Emmanuel,11501,35.84,55.69,2,F,LE PEN,Marine,9151,28.52,44.31
35,Ille-et-Vilaine,001,Antrain,26243,4875,18.58,21368,81.42,1737,6.62,8.13,706,2.69,3.3,18925,72.11,88.57,1,M,MACRON,Emmanuel,12761,48.63,67.43,2,F,LE PEN,Marine,6164,23.49,32.57
35,Ille-et-Vilaine,002,Bain-de-Bretagne,22214,4315,19.42,17899,80.58,1531,6.89,8.55,523,2.35,2.92,15845,71.33,88.52,1,M,MACRON,Emmanuel,10800,48.62,68.16,2,F,LE PEN,Marine,5045,22.71,31.84
35,Ille-et-Vilaine,003,Betton,37307,6416,17.2,30891,82.8,2208,5.92,7.15,639,1.71,2.07,28044,75.17,90.78,1,M,MACRON,Emmanuel,24530,65.75,87.47,2,F,LE PEN,Marine,3514,9.42,12.53
35,Ille-et-Vilaine,004,Bruz,30414,6121,20.13,24293,79.87,1796,5.91,7.39,581,1.91,2.39,21916,72.06,90.22,1,M,MACRON,Emmanuel,18051,59.35,82.36,2,F,LE PEN,Marine,3865,12.71,17.64
35,Ille-et-Vilaine,005,Châteaugiron,29559,5064,17.13,24495,82.87,1913,6.47,7.81,599,2.03,2.45,21983,74.37,89.74,1,M,MACRON,Emmanuel,17690,59.85,80.47,2,F,LE PEN,Marine,4293,14.52,19.53
35,Ille-et-Vilaine,006,Combourg,23331,4094,17.55,19237,82.45,1544,6.62,8.03,657,2.82,3.42,17036,73.02,88.56,1,M,MACRON,Emmanuel,11955,51.24,70.17,2,F,LE PEN,Marine,5081,21.78,29.83
35,Ille-et-Vilaine,007,Dol-de-Bretagne,31821,6158,19.35,25663,80.65,2232,7.01,8.7,869,2.73,3.39,22562,70.9,87.92,1,M,MACRON,Emmanuel,14398,45.25,63.82,2,F,LE PEN,Marine,8164,25.66,36.18
35,Ille-et-Vilaine,008,Fougères-1,22657,4247,18.74,18410,81.26,1404,6.2,7.63,610,2.69,3.31,16396,72.37,89.06,1,M,MACRON,Emmanuel,11923,52.62,72.72,2,F,LE PEN,Marine,4473,19.74,27.28
35,Ille-et-Vilaine,009,Fougères-2,23401,4878,20.85,18523,79.15,1454,6.21,7.85,743,3.18,4.01,16326,69.77,88.14,1,M,MACRON,Emmanuel,11524,49.25,70.59,2,F,LE PEN,Marine,4802,20.52,29.41
35,Ille-et-Vilaine,010,La Guerche-de-Bretagne,29043,5672,19.53,23371,80.47,1863,6.41,7.97,747,2.57,3.2,20761,71.48,88.83,1,M,MACRON,Emmanuel,14698,50.61,70.8,2,F,LE PEN,Marine,6063,20.88,29.2
35,Ille-et-Vilaine,011,Guichen,24408,4658,19.08,19750,80.92,1739,7.12,8.81,560,2.29,2.84,17451,71.5,88.36,1,M,MACRON,Emmanuel,12397,50.79,71.04,2,F,LE PEN,Marine,5054,20.71,28.96
35,Ille-et-Vilaine,012,Janzé,28488,5212,18.3,23276,81.7,1991,6.99,8.55,578,2.03,2.48,20707,72.69,88.96,1,M,MACRON,Emmanuel,16323,57.3,78.83,2,F,LE PEN,Marine,4384,15.39,21.17
35,Ille-et-Vilaine,013,Liffré,25514,4159,16.3,21355,83.7,1604,6.29,7.51,563,2.21,2.64,19188,75.21,89.85,1,M,MACRON,Emmanuel,15835,62.06,82.53,2,F,LE PEN,Marine,3353,13.14,17.47
35,Ille-et-Vilaine,014,Melesse,25139,4144,16.48,20995,83.52,1662,6.61,7.92,549,2.18,2.61,18784,74.72,89.47,1,M,MACRON,Emmanuel,15206,60.49,80.95,2,F,LE PEN,Marine,3578,14.23,19.05
35,Ille-et-Vilaine,015,Montauban-de-Bretagne,23902,4504,18.84,19398,81.16,1598,6.69,8.24,554,2.32,2.86,17246,72.15,88.91,1,M,MACRON,Emmanuel,11957,50.03,69.33,2,F,LE PEN,Marine,5289,22.13,30.67
35,Ille-et-Vilaine,016,Montfort-sur-Meu,27780,5436,19.57,22344,80.43,1892,6.81,8.47,677,2.44,3.03,19775,71.18,88.5,1,M,MACRON,Emmanuel,14757,53.12,74.62,2,F,LE PEN,Marine,5018,18.06,25.38
35,Ille-et-Vilaine,017,Redon,26433,5766,21.81,20667,78.19,1678,6.35,8.12,555,2.1,2.69,18434,69.74,89.2,1,M,MACRON,Emmanuel,12788,48.38,69.37,2,F,LE PEN,Marine,5646,21.36,30.63
35,Ille-et-Vilaine,018,Rennes-1,22699,5839,25.72,16860,74.28,1172,5.16,6.95,300,1.32,1.78,15388,67.79,91.27,1,M,MACRON,Emmanuel,13691,60.32,88.97,2,F,LE PEN,Marine,1697,7.48,11.03
35,Ille-et-Vilaine,019,Rennes-2,19807,4901,24.74,14906,75.26,1105,5.58,7.41,302,1.52,2.03,13499,68.15,90.56,1,M,MACRON,Emmanuel,12117,61.18,89.76,2,F,LE PEN,Marine,1382,6.98,10.24
35,Ille-et-Vilaine,020,Rennes-3,27249,6948,25.5,20301,74.5,1585,5.82,7.81,444,1.63,2.19,18272,67.06,90.01,1,M,MACRON,Emmanuel,15769,57.87,86.3,2,F,LE PEN,Marine,2503,9.19,13.7
35,Ille-et-Vilaine,021,Rennes-4,21793,5305,24.34,16488,75.66,1096,5.03,6.65,320,1.47,1.94,15072,69.16,91.41,1,M,MACRON,Emmanuel,13601,62.41,90.24,2,F,LE PEN,Marine,1471,6.75,9.76
35,Ille-et-Vilaine,022,Rennes-5,25087,6601,26.31,18486,73.69,1355,5.4,7.33,478,1.91,2.59,16653,66.38,90.08,1,M,MACRON,Emmanuel,14105,56.22,84.7,2,F,LE PEN,Marine,2548,10.16,15.3
35,Ille-et-Vilaine,023,Rennes-6,23907,5733,23.98,18174,76.02,1253,5.24,6.89,361,1.51,1.99,16560,69.27,91.12,1,M,MACRON,Emmanuel,14695,61.47,88.74,2,F,LE PEN,Marine,1865,7.8,11.26
35,Ille-et-Vilaine,024,Le Rheu,29776,5495,18.45,24281,81.55,1981,6.65,8.16,639,2.15,2.63,21661,72.75,89.21,1,M,MACRON,Emmanuel,17616,59.16,81.33,2,F,LE PEN,Marine,4045,13.58,18.67
35,Ille-et-Vilaine,025,Saint-Malo-1,35663,8068,22.62,27595,77.38,2372,6.65,8.6,729,2.04,2.64,24494,68.68,88.76,1,M,MACRON,Emmanuel,18913,53.03,77.21,2,F,LE PEN,Marine,5581,15.65,22.79
35,Ille-et-Vilaine,026,Saint-Malo-2,37297,8122,21.78,29175,78.22,2553,6.85,8.75,859,2.3,2.94,25763,69.08,88.31,1,M,MACRON,Emmanuel,19472,52.21,75.58,2,F,LE PEN,Marine,6291,16.87,24.42
35,Ille-et-Vilaine,027,Vitré,29123,6137,21.07,22986,78.93,1716,5.89,7.47,722,2.48,3.14,20548,70.56,89.39,1,M,MACRON,Emmanuel,15775,54.17,76.77,2,F,LE PEN,Marine,4773,16.39,23.23
36,Indre,001,Ardentes,13462,2492,18.51,10970,81.49,1120,8.32,10.21,434,3.22,3.96,9416,69.95,85.83,1,M,MACRON,Emmanuel,5878,43.66,62.43,2,F,LE PEN,Marine,3538,26.28,37.57
36,Indre,002,Argenton-sur-Creuse,14029,2962,21.11,11067,78.89,1116,7.95,10.08,527,3.76,4.76,9424,67.18,85.15,1,M,MACRON,Emmanuel,5877,41.89,62.36,2,F,LE PEN,Marine,3547,25.28,37.64
36,Indre,003,Le Blanc,14492,3212,22.16,11280,77.84,1065,7.35,9.44,426,2.94,3.78,9789,67.55,86.78,1,M,MACRON,Emmanuel,5712,39.41,58.35,2,F,LE PEN,Marine,4077,28.13,41.65
36,Indre,004,Buzançais,16040,3486,21.73,12554,78.27,1202,7.49,9.57,519,3.24,4.13,10833,67.54,86.29,1,M,MACRON,Emmanuel,5928,36.96,54.72,2,F,LE PEN,Marine,4905,30.58,45.28
36,Indre,005,Châteauroux-1,13336,3832,28.73,9504,71.27,974,7.3,10.25,338,2.53,3.56,8192,61.43,86.2,1,M,MACRON,Emmanuel,5703,42.76,69.62,2,F,LE PEN,Marine,2489,18.66,30.38
36,Indre,006,Châteauroux-2,10423,3372,32.35,7051,67.65,552,5.3,7.83,251,2.41,3.56,6248,59.94,88.61,1,M,MACRON,Emmanuel,4505,43.22,72.1,2,F,LE PEN,Marine,1743,16.72,27.9
36,Indre,007,Châteauroux-3,13030,3671,28.17,9359,71.83,895,6.87,9.56,367,2.82,3.92,8097,62.14,86.52,1,M,MACRON,Emmanuel,5512,42.3,68.07,2,F,LE PEN,Marine,2585,19.84,31.93
36,Indre,008,La Châtre,12476,2656,21.29,9820,78.71,959,7.69,9.77,410,3.29,4.18,8451,67.74,86.06,1,M,MACRON,Emmanuel,4996,40.04,59.12,2,F,LE PEN,Marine,3455,27.69,40.88
36,Indre,009,Issoudun,10696,3113,29.1,7583,70.9,725,6.78,9.56,338,3.16,4.46,6520,60.96,85.98,1,M,MACRON,Emmanuel,4133,38.64,63.39,2,F,LE PEN,Marine,2387,22.32,36.61
36,Indre,010,Levroux,12874,2626,20.4,10248,79.6,1039,8.07,10.14,451,3.5,4.4,8758,68.03,85.46,1,M,MACRON,Emmanuel,4783,37.15,54.61,2,F,LE PEN,Marine,3975,30.88,45.39
36,Indre,011,Neuvy-Saint-Sépulchre,12256,2602,21.23,9654,78.77,945,7.71,9.79,416,3.39,4.31,8293,67.66,85.9,1,M,MACRON,Emmanuel,5118,41.76,61.71,2,F,LE PEN,Marine,3175,25.91,38.29
36,Indre,012,Saint-Gaultier,13251,2925,22.07,10326,77.93,973,7.34,9.42,1133,8.55,10.97,8220,62.03,79.6,1,M,MACRON,Emmanuel,4932,37.22,60,2,F,LE PEN,Marine,3288,24.81,40
36,Indre,013,Valençay,14040,2962,21.1,11078,78.9,1075,7.66,9.7,444,3.16,4.01,9559,68.08,86.29,1,M,MACRON,Emmanuel,5096,36.3,53.31,2,F,LE PEN,Marine,4463,31.79,46.69
37,Indre-et-Loire,001,Amboise,20364,4363,21.43,16001,78.57,1434,7.04,8.96,508,2.49,3.17,14059,69.04,87.86,1,M,MACRON,Emmanuel,9140,44.88,65.01,2,F,LE PEN,Marine,4919,24.16,34.99
37,Indre-et-Loire,002,Ballan-Miré,17700,3647,20.6,14053,79.4,1238,6.99,8.81,410,2.32,2.92,12405,70.08,88.27,1,M,MACRON,Emmanuel,9112,51.48,73.45,2,F,LE PEN,Marine,3293,18.6,26.55
37,Indre-et-Loire,003,Bléré,20081,4222,21.02,15859,78.98,1492,7.43,9.41,600,2.99,3.78,13767,68.56,86.81,1,M,MACRON,Emmanuel,8606,42.86,62.51,2,F,LE PEN,Marine,5161,25.7,37.49
37,Indre-et-Loire,004,Château-Renault,27601,5949,21.55,21652,78.45,2164,7.84,9.99,606,2.2,2.8,18882,68.41,87.21,1,M,MACRON,Emmanuel,11385,41.25,60.3,2,F,LE PEN,Marine,7497,27.16,39.7
37,Indre-et-Loire,005,Chinon,26502,5824,21.98,20678,78.02,2057,7.76,9.95,680,2.57,3.29,17941,67.7,86.76,1,M,MACRON,Emmanuel,11744,44.31,65.46,2,F,LE PEN,Marine,6197,23.38,34.54
37,Indre-et-Loire,006,Descartes,19155,3569,18.63,15586,81.37,1366,7.13,8.76,520,2.71,3.34,13700,71.52,87.9,1,M,MACRON,Emmanuel,8299,43.33,60.58,2,F,LE PEN,Marine,5401,28.2,39.42
37,Indre-et-Loire,007,Joué-lès-Tours,24702,6157,24.93,18545,75.07,1585,6.42,8.55,525,2.13,2.83,16435,66.53,88.62,1,M,MACRON,Emmanuel,12313,49.85,74.92,2,F,LE PEN,Marine,4122,16.69,25.08
37,Indre-et-Loire,008,Langeais,26103,5545,21.24,20558,78.76,1847,7.08,8.98,634,2.43,3.08,18077,69.25,87.93,1,M,MACRON,Emmanuel,10207,39.1,56.46,2,F,LE PEN,Marine,7870,30.15,43.54
37,Indre-et-Loire,009,Loches,19411,4179,21.53,15232,78.47,1461,7.53,9.59,494,2.54,3.24,13277,68.4,87.17,1,M,MACRON,Emmanuel,8432,43.44,63.51,2,F,LE PEN,Marine,4845,24.96,36.49
37,Indre-et-Loire,010,Montlouis-sur-Loire,24663,5356,21.72,19307,78.28,1869,7.58,9.68,547,2.22,2.83,16891,68.49,87.49,1,M,MACRON,Emmanuel,12322,49.96,72.95,2,F,LE PEN,Marine,4569,18.53,27.05
37,Indre-et-Loire,011,Monts,27441,5547,20.21,21894,79.79,1995,7.27,9.11,618,2.25,2.82,19281,70.26,88.07,1,M,MACRON,Emmanuel,13312,48.51,69.04,2,F,LE PEN,Marine,5969,21.75,30.96
37,Indre-et-Loire,012,Saint-Cyr-sur-Loire,28931,6211,21.47,22720,78.53,1987,6.87,8.75,625,2.16,2.75,20108,69.5,88.5,1,M,MACRON,Emmanuel,15561,53.79,77.39,2,F,LE PEN,Marine,4547,15.72,22.61
37,Indre-et-Loire,013,Sainte-Maure-de-Touraine,21255,4549,21.4,16706,78.6,1534,7.22,9.18,620,2.92,3.71,14552,68.46,87.11,1,M,MACRON,Emmanuel,8357,39.32,57.43,2,F,LE PEN,Marine,6195,29.15,42.57
37,Indre-et-Loire,014,Saint-Pierre-des-Corps,22720,5931,26.1,16789,73.9,1469,6.47,8.75,484,2.13,2.88,14836,65.3,88.37,1,M,MACRON,Emmanuel,11457,50.43,77.22,2,F,LE PEN,Marine,3379,14.87,22.78
37,Indre-et-Loire,015,Tours-1,24636,6855,27.83,17781,72.17,1490,6.05,8.38,527,2.14,2.96,15764,63.99,88.66,1,M,MACRON,Emmanuel,11550,46.88,73.27,2,F,LE PEN,Marine,4214,17.11,26.73
37,Indre-et-Loire,016,Tours-2,19590,5800,29.61,13790,70.39,1096,5.59,7.95,350,1.79,2.54,12344,63.01,89.51,1,M,MACRON,Emmanuel,10033,51.21,81.28,2,F,LE PEN,Marine,2311,11.8,18.72
37,Indre-et-Loire,017,Tours-3,18462,5367,29.07,13095,70.93,1076,5.83,8.22,338,1.83,2.58,11681,63.27,89.2,1,M,MACRON,Emmanuel,9361,50.7,80.14,2,F,LE PEN,Marine,2320,12.57,19.86
37,Indre-et-Loire,018,Tours-4,17344,5109,29.46,12235,70.54,1004,5.79,8.21,290,1.67,2.37,10941,63.08,89.42,1,M,MACRON,Emmanuel,9041,52.13,82.63,2,F,LE PEN,Marine,1900,10.95,17.37
37,Indre-et-Loire,019,Vouvray,22179,4332,19.53,17847,80.47,1691,7.62,9.47,448,2.02,2.51,15708,70.82,88.01,1,M,MACRON,Emmanuel,10979,49.5,69.89,2,F,LE PEN,Marine,4729,21.32,30.11
38,Isère,001,Bièvre,31895,6947,21.78,24948,78.22,2355,7.38,9.44,662,2.08,2.65,21931,68.76,87.91,1,M,MACRON,Emmanuel,11920,37.37,54.35,2,F,LE PEN,Marine,10011,31.39,45.65
38,Isère,002,Bourgoin-Jallieu,35673,8841,24.78,26832,75.22,2337,6.55,8.71,650,1.82,2.42,23845,66.84,88.87,1,M,MACRON,Emmanuel,14802,41.49,62.08,2,F,LE PEN,Marine,9043,25.35,37.92
38,Isère,003,Chartreuse-Guiers,25475,5530,21.71,19945,78.29,1821,7.15,9.13,489,1.92,2.45,17635,69.22,88.42,1,M,MACRON,Emmanuel,9929,38.98,56.3,2,F,LE PEN,Marine,7706,30.25,43.7
38,Isère,004,Charvieu-Chavagneux,36164,8599,23.78,27565,76.22,2189,6.05,7.94,595,1.65,2.16,24781,68.52,89.9,1,M,MACRON,Emmanuel,13177,36.44,53.17,2,F,LE PEN,Marine,11604,32.09,46.83
38,Isère,005,Echirolles,28233,7874,27.89,20359,72.11,1638,5.8,8.05,442,1.57,2.17,18279,64.74,89.78,1,M,MACRON,Emmanuel,13391,47.43,73.26,2,F,LE PEN,Marine,4888,17.31,26.74
38,Isère,006,Fontaine-Seyssinet,26509,5881,22.18,20628,77.82,1698,6.41,8.23,426,1.61,2.07,18504,69.8,89.7,1,M,MACRON,Emmanuel,13706,51.7,74.07,2,F,LE PEN,Marine,4798,18.1,25.93
