Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp,N°Panneau,Sexe,Nom,Prénom,Voix,% Voix/Ins,% Voix/Exp
26,Drôme,019,Vercors-Monts du Matin,19144,3741,19.54,15403,80.46,1585,8.28,10.29,366,1.91,2.38,13452,70.27,87.33,1,M,MACRON,Emmanuel,7969,41.63,59.24,2,F,LE PEN,Marine,5483,28.64,40.76
27,Eure,001,Les Andelys,20458,4473,21.86,15985,78.14,1365,6.67,8.54,441,2.16,2.76,14179,69.31,88.7,1,M,MACRON,Emmanuel,6977,34.1,49.21,2,F,LE PEN,Marine,7202,35.2,50.79
27,Eure,002,Bernay,18328,4168,22.74,14160,77.26,1195,6.52,8.44,425,2.32,3,12540,68.42,88.56,1,M,MACRON,Emmanuel,7115,38.82,56.74,2,F,LE PEN,Marine,5425,29.6,43.26
27,Eure,003,Beuzeville,23330,4630,19.85,18700,80.15,1686,7.23,9.02,493,2.11,2.64,16521,70.81,88.35,1,M,MACRON,Emmanuel,8144,34.91,49.29,2,F,LE PEN,Marine,8377,35.91,50.71
27,Eure,004,Bourg-Achard,17383,3260,18.75,14123,81.25,1246,7.17,8.82,352,2.02,2.49,12525,72.05,88.69,1,M,MACRON,Emmanuel,6252,35.97,49.92,2,F,LE PEN,Marine,6273,36.09,50.08
27,Eure,005,Bourgtheroulde-Infreville,21406,4074,19.03,17332,80.97,1608,7.51,9.28,630,2.94,3.63,15094,70.51,87.09,1,M,MACRON,Emmanuel,8388,39.19,55.57,2,F,LE PEN,Marine,6706,31.33,44.43
27,Eure,006,Breteuil,17856,4094,22.93,13762,77.07,1192,6.68,8.66,337,1.89,2.45,12233,68.51,88.89,1,M,MACRON,Emmanuel,5801,32.49,47.42,2,F,LE PEN,Marine,6432,36.02,52.58
27,Eure,007,Brionne,18587,4020,21.63,14567,78.37,1403,7.55,9.63,373,2.01,2.56,12791,68.82,87.81,1,M,MACRON,Emmanuel,6112,32.88,47.78,2,F,LE PEN,Marine,6679,35.93,52.22
27,Eure,008,Conches-en-Ouche,16154,3413,21.13,12741,78.87,1117,6.91,8.77,296,1.83,2.32,11328,70.13,88.91,1,M,MACRON,Emmanuel,6058,37.5,53.48,2,F,LE PEN,Marine,5270,32.62,46.52
27,Eure,009,Evreux-1,15536,3643,23.45,11893,76.55,1055,6.79,8.87,285,1.83,2.4,10553,67.93,88.73,1,M,MACRON,Emmanuel,7438,47.88,70.48,2,F,LE PEN,Marine,3115,20.05,29.52
27,Eure,010,Evreux-2,17873,4295,24.03,13578,75.97,1170,6.55,8.62,378,2.11,2.78,12030,67.31,88.6,1,M,MACRON,Emmanuel,7814,43.72,64.95,2,F,LE PEN,Marine,4216,23.59,35.05
27,Eure,011,Evreux-3,13454,3360,24.97,10094,75.03,792,5.89,7.85,327,2.43,3.24,8975,66.71,88.91,1,M,MACRON,Emmanuel,5680,42.22,63.29,2,F,LE PEN,Marine,3295,24.49,36.71
27,Eure,012,Gaillon,20411,4564,22.36,15847,77.64,1396,6.84,8.81,378,1.85,2.39,14073,68.95,88.81,1,M,MACRON,Emmanuel,7475,36.62,53.12,2,F,LE PEN,Marine,6598,32.33,46.88
27,Eure,013,Gisors,21981,5394,24.54,16587,75.46,1536,6.99,9.26,473,2.15,2.85,14578,66.32,87.89,1,M,MACRON,Emmanuel,6780,30.84,46.51,2,F,LE PEN,Marine,7798,35.48,53.49
27,Eure,014,Louviers,15965,4469,27.99,11496,72.01,985,6.17,8.57,292,1.83,2.54,10219,64.01,88.89,1,M,MACRON,Emmanuel,6110,38.27,59.79,2,F,LE PEN,Marine,4109,25.74,40.21
27,Eure,015,Le Neubourg,16702,3436,20.57,13266,79.43,1253,7.5,9.45,284,1.7,2.14,11729,70.23,88.41,1,M,MACRON,Emmanuel,5905,35.36,50.35,2,F,LE PEN,Marine,5824,34.87,49.65
27,Eure,016,Pacy-sur-Eure,22534,4744,21.05,17790,78.95,1588,7.05,8.93,490,2.17,2.75,15712,69.73,88.32,1,M,MACRON,Emmanuel,9250,41.05,58.87,2,F,LE PEN,Marine,6462,28.68,41.13
27,Eure,017,Pont-Audemer,20329,4809,23.66,15520,76.34,1436,7.06,9.25,419,2.06,2.7,13665,67.22,88.05,1,M,MACRON,Emmanuel,7162,35.23,52.41,2,F,LE PEN,Marine,6503,31.99,47.59
27,Eure,018,Pont-de-l'Arche,17594,3646,20.72,13948,79.28,1334,7.58,9.56,416,2.36,2.98,12198,69.33,87.45,1,M,MACRON,Emmanuel,6580,37.4,53.94,2,F,LE PEN,Marine,5618,31.93,46.06
27,Eure,019,Romilly-sur-Andelle,16270,3377,20.76,12893,79.24,1099,6.75,8.52,344,2.11,2.67,11450,70.37,88.81,1,M,MACRON,Emmanuel,5601,34.43,48.92,2,F,LE PEN,Marine,5849,35.95,51.08
27,Eure,020,Saint-André-de-l'Eure,22115,5266,23.81,16849,76.19,1453,6.57,8.62,406,1.84,2.41,14990,67.78,88.97,1,M,MACRON,Emmanuel,7347,33.22,49.01,2,F,LE PEN,Marine,7643,34.56,50.99
27,Eure,021,Val-de-Reuil,13689,4353,31.8,9336,68.2,806,5.89,8.63,202,1.48,2.16,8328,60.84,89.2,1,M,MACRON,Emmanuel,5182,37.86,62.22,2,F,LE PEN,Marine,3146,22.98,37.78
27,Eure,022,Verneuil-sur-Avre,21027,4845,23.04,16182,76.96,1457,6.93,9,379,1.8,2.34,14346,68.23,88.65,1,M,MACRON,Emmanuel,7491,35.63,52.22,2,F,LE PEN,Marine,6855,32.6,47.78
27,Eure,023,Vernon,18540,4963,26.77,13577,73.23,1049,5.66,7.73,310,1.67,2.28,12218,65.9,89.99,1,M,MACRON,Emmanuel,8196,44.21,67.08,2,F,LE PEN,Marine,4022,21.69,32.92
28,Eure-et-Loir,001,Anet,18396,4025,21.88,14371,78.12,1299,7.06,9.04,360,1.96,2.51,12712,69.1,88.46,1,M,MACRON,Emmanuel,7132,38.77,56.1,2,F,LE PEN,Marine,5580,30.33,43.9
28,Eure-et-Loir,002,Auneau,17328,3863,22.29,13465,77.71,1264,7.29,9.39,410,2.37,3.04,11791,68.05,87.57,1,M,MACRON,Emmanuel,6630,38.26,56.23,2,F,LE PEN,Marine,5161,29.78,43.77
28,Eure-et-Loir,003,Brou,18392,3763,20.46,14629,79.54,1352,7.35,9.24,452,2.46,3.09,12825,69.73,87.67,1,M,MACRON,Emmanuel,6577,35.76,51.28,2,F,LE PEN,Marine,6248,33.97,48.72
28,Eure-et-Loir,004,Chartres-1,20402,5083,24.91,15319,75.09,1260,6.18,8.23,409,2,2.67,13650,66.91,89.11,1,M,MACRON,Emmanuel,9366,45.91,68.62,2,F,LE PEN,Marine,4284,21,31.38
28,Eure-et-Loir,005,Chartres-2,19896,4467,22.45,15429,77.55,1322,6.64,8.57,501,2.52,3.25,13606,68.39,88.18,1,M,MACRON,Emmanuel,9237,46.43,67.89,2,F,LE PEN,Marine,4369,21.96,32.11
28,Eure-et-Loir,006,Chartres-3,20469,5455,26.65,15014,73.35,1233,6.02,8.21,375,1.83,2.5,13406,65.49,89.29,1,M,MACRON,Emmanuel,9583,46.82,71.48,2,F,LE PEN,Marine,3823,18.68,28.52
28,Eure-et-Loir,007,Châteaudun,21648,4777,22.07,16871,77.93,1526,7.05,9.05,528,2.44,3.13,14817,68.45,87.83,1,M,MACRON,Emmanuel,8703,40.2,58.74,2,F,LE PEN,Marine,6114,28.24,41.26
28,Eure-et-Loir,008,Dreux-1,18749,5786,30.86,12963,69.14,1015,5.41,7.83,361,1.93,2.78,11587,61.8,89.39,1,M,MACRON,Emmanuel,7327,39.08,63.23,2,F,LE PEN,Marine,4260,22.72,36.77
28,Eure-et-Loir,009,Dreux-2,18517,5335,28.81,13182,71.19,1131,6.11,8.58,331,1.79,2.51,11720,63.29,88.91,1,M,MACRON,Emmanuel,8204,44.31,70,2,F,LE PEN,Marine,3516,18.99,30
28,Eure-et-Loir,010,Epernon,24866,5616,22.59,19250,77.41,1917,7.71,9.96,438,1.76,2.28,16895,67.94,87.77,1,M,MACRON,Emmanuel,10849,43.63,64.21,2,F,LE PEN,Marine,6046,24.31,35.79
28,Eure-et-Loir,011,Illiers-Combray,19087,3962,20.76,15125,79.24,1454,7.62,9.61,435,2.28,2.88,13236,69.35,87.51,1,M,MACRON,Emmanuel,7391,38.72,55.84,2,F,LE PEN,Marine,5845,30.62,44.16
28,Eure-et-Loir,012,Lucé,18662,4587,24.58,14075,75.42,1165,6.24,8.28,398,2.13,2.83,12512,67.05,88.9,1,M,MACRON,Emmanuel,8408,45.05,67.2,2,F,LE PEN,Marine,4104,21.99,32.8
28,Eure-et-Loir,013,Nogent-le-Rotrou,20792,4595,22.1,16197,77.9,1468,7.06,9.06,469,2.26,2.9,14260,68.58,88.04,1,M,MACRON,Emmanuel,8102,38.97,56.82,2,F,LE PEN,Marine,6158,29.62,43.18
28,Eure-et-Loir,014,Saint-Lubin-des-Joncherets,23724,5578,23.51,18146,76.49,1632,6.88,8.99,446,1.88,2.46,16068,67.73,88.55,1,M,MACRON,Emmanuel,7948,33.5,49.46,2,F,LE PEN,Marine,8120,34.23,50.54
28,Eure-et-Loir,015,Voves,20527,4324,21.06,16203,78.94,1631,7.95,10.07,541,2.64,3.34,14031,68.35,86.6,1,M,MACRON,Emmanuel,6963,33.92,49.63,2,F,LE PEN,Marine,7068,34.43,50.37
29,Finistère,001,Brest-1,16909,5218,30.86,11691,69.14,1483,8.77,12.68,0,0,0,10208,60.37,87.32,1,M,MACRON,Emmanuel,7553,44.67,73.99,2,F,LE PEN,Marine,2655,15.7,26.01
29,Finistère,002,Brest-2,20586,5896,28.64,14690,71.36,1737,8.44,11.82,0,0,0,12953,62.92,88.18,1,M,MACRON,Emmanuel,10436,50.69,80.57,2,F,LE PEN,Marine,2517,12.23,19.43
29,Finistère,003,Brest-3,23194,5896,25.42,17298,74.58,1865,8.04,10.78,165,0.71,0.95,15268,65.83,88.26,1,M,MACRON,Emmanuel,11720,50.53,76.76,2,F,LE PEN,Marine,3548,15.3,23.24
29,Finistère,004,Brest-4,26361,5616,21.3,20745,78.7,2105,7.99,10.15,198,0.75,0.95,18442,69.96,88.9,1,M,MACRON,Emmanuel,14680,55.69,79.6,2,F,LE PEN,Marine,3762,14.27,20.4
29,Finistère,005,Brest-5,23597,6840,28.99,16757,71.01,1875,7.95,11.19,0,0,0,14882,63.07,88.81,1,M,MACRON,Emmanuel,12088,51.23,81.23,2,F,LE PEN,Marine,2794,11.84,18.77
29,Finistère,006,Briec,20343,3893,19.14,16450,80.86,1430,7.03,8.69,568,2.79,3.45,14452,71.04,87.85,1,M,MACRON,Emmanuel,10520,51.71,72.79,2,F,LE PEN,Marine,3932,19.33,27.21
29,Finistère,007,Carhaix-Plouguer,20619,4551,22.07,16068,77.93,1554,7.54,9.67,670,3.25,4.17,13844,67.14,86.16,1,M,MACRON,Emmanuel,10236,49.64,73.94,2,F,LE PEN,Marine,3608,17.5,26.06
29,Finistère,008,Concarneau,31437,7232,23,24205,77,2204,7.01,9.11,832,2.65,3.44,21169,67.34,87.46,1,M,MACRON,Emmanuel,15760,50.13,74.45,2,F,LE PEN,Marine,5409,17.21,25.55
29,Finistère,009,Crozon,26265,5435,20.69,20830,79.31,2096,7.98,10.06,659,2.51,3.16,18075,68.82,86.77,1,M,MACRON,Emmanuel,12932,49.24,71.55,2,F,LE PEN,Marine,5143,19.58,28.45
29,Finistère,010,Douarnenez,29121,6495,22.3,22626,77.7,2094,7.19,9.25,755,2.59,3.34,19777,67.91,87.41,1,M,MACRON,Emmanuel,15237,52.32,77.04,2,F,LE PEN,Marine,4540,15.59,22.96
29,Finistère,011,Fouesnant,30503,5040,16.52,25463,83.48,2216,7.26,8.7,714,2.34,2.8,22533,73.87,88.49,1,M,MACRON,Emmanuel,17695,58.01,78.53,2,F,LE PEN,Marine,4838,15.86,21.47
29,Finistère,012,Guipavas,30719,5873,19.12,24846,80.88,2071,6.74,8.34,616,2.01,2.48,22159,72.13,89.19,1,M,MACRON,Emmanuel,18368,59.79,82.89,2,F,LE PEN,Marine,3791,12.34,17.11
29,Finistère,013,Landerneau,20426,3898,19.08,16528,80.92,1345,6.58,8.14,452,2.21,2.73,14731,72.12,89.13,1,M,MACRON,Emmanuel,11868,58.1,80.56,2,F,LE PEN,Marine,2863,14.02,19.44
29,Finistère,014,Landivisiau,23639,4515,19.1,19124,80.9,1755,7.42,9.18,501,2.12,2.62,16868,71.36,88.2,1,M,MACRON,Emmanuel,12281,51.95,72.81,2,F,LE PEN,Marine,4587,19.4,27.19
29,Finistère,015,Lesneven,28545,5585,19.57,22960,80.43,2208,7.74,9.62,575,2.01,2.5,20177,70.68,87.88,1,M,MACRON,Emmanuel,15217,53.31,75.42,2,F,LE PEN,Marine,4960,17.38,24.58
29,Finistère,016,Moëlan-sur-Mer,30983,6469,20.88,24514,79.12,2406,7.77,9.81,918,2.96,3.74,21190,68.39,86.44,1,M,MACRON,Emmanuel,15159,48.93,71.54,2,F,LE PEN,Marine,6031,19.47,28.46
29,Finistère,017,Morlaix,27223,5827,21.4,21396,78.6,1971,7.24,9.21,515,1.89,2.41,18910,69.46,88.38,1,M,MACRON,Emmanuel,15318,56.27,81,2,F,LE PEN,Marine,3592,13.19,19
29,Finistère,018,Plabennec,30949,5238,16.92,25711,83.08,2446,7.9,9.51,618,2,2.4,22647,73.18,88.08,1,M,MACRON,Emmanuel,17186,55.53,75.89,2,F,LE PEN,Marine,5461,17.65,24.11
29,Finistère,019,Plonéour-Lanvern,23707,4260,17.97,19447,82.03,1742,7.35,8.96,650,2.74,3.34,17055,71.94,87.7,1,M,MACRON,Emmanuel,13414,56.58,78.65,2,F,LE PEN,Marine,3641,15.36,21.35
29,Finistère,020,Plouigneau,22745,4203,18.48,18542,81.52,1831,8.05,9.87,694,3.05,3.74,16017,70.42,86.38,1,M,MACRON,Emmanuel,12635,55.55,78.88,2,F,LE PEN,Marine,3382,14.87,21.12
29,Finistère,021,Pont-de-Buis-lès-Quimerch,20972,3877,18.49,17095,81.51,1600,7.63,9.36,461,2.2,2.7,15034,71.69,87.94,1,M,MACRON,Emmanuel,11631,55.46,77.36,2,F,LE PEN,Marine,3403,16.23,22.64
29,Finistère,022,Pont-l'Abbé,23065,5053,21.91,18012,78.09,1661,7.2,9.22,626,2.71,3.48,15725,68.18,87.3,1,M,MACRON,Emmanuel,12257,53.14,77.95,2,F,LE PEN,Marine,3468,15.04,22.05
29,Finistère,023,Quimper-1,28447,5532,19.45,22915,80.55,1946,6.84,8.49,664,2.33,2.9,20305,71.38,88.61,1,M,MACRON,Emmanuel,16341,57.44,80.48,2,F,LE PEN,Marine,3964,13.93,19.52
29,Finistère,024,Quimper-2,27531,5717,20.77,21814,79.23,1616,5.87,7.41,564,2.05,2.59,19634,71.32,90.01,1,M,MACRON,Emmanuel,16459,59.78,83.83,2,F,LE PEN,Marine,3175,11.53,16.17
29,Finistère,025,Quimperlé,24949,5175,20.74,19774,79.26,1948,7.81,9.85,776,3.11,3.92,17050,68.34,86.22,1,M,MACRON,Emmanuel,12583,50.43,73.8,2,F,LE PEN,Marine,4467,17.9,26.2
29,Finistère,026,Saint-Pol-de-Léon,25554,5320,20.82,20234,79.18,1755,6.87,8.67,530,2.07,2.62,17949,70.24,88.71,1,M,MACRON,Emmanuel,13915,54.45,77.53,2,F,LE PEN,Marine,4034,15.79,22.47
29,Finistère,027,Saint-Renan,32050,5884,18.36,26166,81.64,2367,7.39,9.05,631,1.97,2.41,23168,72.29,88.54,1,M,MACRON,Emmanuel,17843,55.67,77.02,2,F,LE PEN,Marine,5325,16.61,22.98
30,Gard,001,Aigues-Mortes,28721,6569,22.87,22152,77.13,1864,6.49,8.41,836,2.91,3.77,19452,67.73,87.81,1,M,MACRON,Emmanuel,9011,31.37,46.32,2,F,LE PEN,Marine,10441,36.35,53.68
30,Gard,002,Alès-1,23364,6044,25.87,17320,74.13,1558,6.67,9,640,2.74,3.7,15122,64.72,87.31,1,M,MACRON,Emmanuel,8653,37.04,57.22,2,F,LE PEN,Marine,6469,27.69,42.78
30,Gard,003,Alès-2,21093,5405,25.62,15688,74.38,1431,6.78,9.12,626,2.97,3.99,13631,64.62,86.89,1,M,MACRON,Emmanuel,7662,36.32,56.21,2,F,LE PEN,Marine,5969,28.3,43.79
30,Gard,004,Alès-3,20231,5189,25.65,15042,74.35,1351,6.68,8.98,570,2.82,3.79,13121,64.86,87.23,1,M,MACRON,Emmanuel,7161,35.4,54.58,2,F,LE PEN,Marine,5960,29.46,45.42
30,Gard,005,Bagnols-sur-Cèze,22409,5908,26.36,16501,73.64,1446,6.45,8.76,616,2.75,3.73,14439,64.43,87.5,1,M,MACRON,Emmanuel,7799,34.8,54.01,2,F,LE PEN,Marine,6640,29.63,45.99
30,Gard,006,Beaucaire,26049,5795,22.25,20254,77.75,1671,6.41,8.25,572,2.2,2.82,18011,69.14,88.93,1,M,MACRON,Emmanuel,8040,30.86,44.64,2,F,LE PEN,Marine,9971,38.28,55.36
30,Gard,007,Calvisson,25515,5474,21.45,20041,78.55,2056,8.06,10.26,640,2.51,3.19,17345,67.98,86.55,1,M,MACRON,Emmanuel,9593,37.6,55.31,2,F,LE PEN,Marine,7752,30.38,44.69
30,Gard,008,La Grand-Combe,16806,4489,26.71,12317,73.29,1422,8.46,11.55,554,3.3,4.5,10341,61.53,83.96,1,M,MACRON,Emmanuel,6084,36.2,58.83,2,F,LE PEN,Marine,4257,25.33,41.17
30,Gard,009,Marguerittes,30282,7118,23.51,23164,76.49,2041,6.74,8.81,736,2.43,3.18,20387,67.32,88.01,1,M,MACRON,Emmanuel,10111,33.39,49.6,2,F,LE PEN,Marine,10276,33.93,50.4
30,Gard,010,Nîmes-1,26193,6554,25.02,19639,74.98,1813,6.92,9.23,585,2.23,2.98,17241,65.82,87.79,1,M,MACRON,Emmanuel,11674,44.57,67.71,2,F,LE PEN,Marine,5567,21.25,32.29
30,Gard,011,Nîmes-2,19625,6339,32.3,13286,67.7,943,4.81,7.1,439,2.24,3.3,11904,60.66,89.6,1,M,MACRON,Emmanuel,7319,37.29,61.48,2,F,LE PEN,Marine,4585,23.36,38.52
30,Gard,012,Nîmes-3,21445,6523,30.42,14922,69.58,1205,5.62,8.08,439,2.05,2.94,13278,61.92,88.98,1,M,MACRON,Emmanuel,8712,40.62,65.61,2,F,LE PEN,Marine,4566,21.29,34.39
30,Gard,013,Nîmes-4,19709,6612,33.55,13097,66.45,958,4.86,7.31,347,1.76,2.65,11792,59.83,90.04,1,M,MACRON,Emmanuel,7709,39.11,65.37,2,F,LE PEN,Marine,4083,20.72,34.63
30,Gard,014,Pont-Saint-Esprit,19363,4101,21.18,15262,78.82,1462,7.55,9.58,572,2.95,3.75,13228,68.32,86.67,1,M,MACRON,Emmanuel,6879,35.53,52,2,F,LE PEN,Marine,6349,32.79,48
30,Gard,015,Quissac,19833,4236,21.36,15597,78.64,1716,8.65,11,548,2.76,3.51,13333,67.23,85.48,1,M,MACRON,Emmanuel,7225,36.43,54.19,2,F,LE PEN,Marine,6108,30.8,45.81
30,Gard,016,Redessan,24357,5053,20.75,19304,79.25,1717,7.05,8.89,556,2.28,2.88,17031,69.92,88.23,1,M,MACRON,Emmanuel,7937,32.59,46.6,2,F,LE PEN,Marine,9094,37.34,53.4
30,Gard,017,Roquemaure,19382,4043,20.86,15339,79.14,1463,7.55,9.54,489,2.52,3.19,13387,69.07,87.27,1,M,MACRON,Emmanuel,6759,34.87,50.49,2,F,LE PEN,Marine,6628,34.2,49.51
30,Gard,018,Rousson,24885,6222,25,18663,75,2007,8.07,10.75,745,2.99,3.99,15911,63.94,85.25,1,M,MACRON,Emmanuel,8112,32.6,50.98,2,F,LE PEN,Marine,7799,31.34,49.02
30,Gard,019,Saint-Gilles,26604,5945,22.35,20659,77.65,1769,6.65,8.56,610,2.29,2.95,18280,68.71,88.48,1,M,MACRON,Emmanuel,8968,33.71,49.06,2,F,LE PEN,Marine,9312,35,50.94
30,Gard,020,Uzès,25229,5894,23.36,19335,76.64,1918,7.6,9.92,616,2.44,3.19,16801,66.59,86.89,1,M,MACRON,Emmanuel,9886,39.19,58.84,2,F,LE PEN,Marine,6915,27.41,41.16
30,Gard,021,Vauvert,29696,6509,21.92,23187,78.08,2093,7.05,9.03,819,2.76,3.53,20275,68.28,87.44,1,M,MACRON,Emmanuel,9535,32.11,47.03,2,F,LE PEN,Marine,10740,36.17,52.97
30,Gard,022,Le Vigan,19029,4463,23.45,14566,76.55,1634,8.59,11.22,683,3.59,4.69,12249,64.37,84.09,1,M,MACRON,Emmanuel,7902,41.53,64.51,2,F,LE PEN,Marine,4347,22.84,35.49
30,Gard,023,Villeneuve-lès-Avignon,28020,5940,21.2,22080,78.8,1898,6.77,8.6,627,2.24,2.84,19555,69.79,88.56,1,M,MACRON,Emmanuel,12258,43.75,62.68,2,F,LE PEN,Marine,7297,26.04,37.32
31,Haute-Garonne,001,Auterive,38662,8403,21.73,30259,78.27,2894,7.49,9.56,1213,3.14,4.01,26152,67.64,86.43,1,M,MACRON,Emmanuel,15283,39.53,58.44,2,F,LE PEN,Marine,10869,28.11,41.56
31,Haute-Garonne,002,Bagnères-de-Luchon,28908,6781,23.46,22127,76.54,2437,8.43,11.01,1133,3.92,5.12,18557,64.19,83.87,1,M,MACRON,Emmanuel,12104,41.87,65.23,2,F,LE PEN,Marine,6453,22.32,34.77
31,Haute-Garonne,003,Blagnac,35169,7753,22.04,27416,77.96,2374,6.75,8.66,781,2.22,2.85,24261,68.98,88.49,1,M,MACRON,Emmanuel,17855,50.77,73.6,2,F,LE PEN,Marine,6406,18.21,26.4
31,Haute-Garonne,004,Castanet-Tolosan,31762,5568,17.53,26194,82.47,2449,7.71,9.35,512,1.61,1.95,23233,73.15,88.7,1,M,MACRON,Emmanuel,18714,58.92,80.55,2,F,LE PEN,Marine,4519,14.23,19.45
31,Haute-Garonne,005,Castelginest,38307,8488,22.16,29819,77.84,2811,7.34,9.43,1083,2.83,3.63,25925,67.68,86.94,1,M,MACRON,Emmanuel,16847,43.98,64.98,2,F,LE PEN,Marine,9078,23.7,35.02
31,Haute-Garonne,006,Cazères,33153,7041,21.24,26112,78.76,2434,7.34,9.32,1176,3.55,4.5,22502,67.87,86.17,1,M,MACRON,Emmanuel,13164,39.71,58.5,2,F,LE PEN,Marine,9338,28.17,41.5
31,Haute-Garonne,007,Escalquens,32811,5503,16.77,27308,83.23,2517,7.67,9.22,813,2.48,2.98,23978,73.08,87.81,1,M,MACRON,Emmanuel,17728,54.03,73.93,2,F,LE PEN,Marine,6250,19.05,26.07
31,Haute-Garonne,008,Léguevin,38398,7474,19.46,30924,80.54,2935,7.64,9.49,1002,2.61,3.24,26987,70.28,87.27,1,M,MACRON,Emmanuel,17732,46.18,65.71,2,F,LE PEN,Marine,9255,24.1,34.29
31,Haute-Garonne,009,Muret,37332,8733,23.39,28599,76.61,2492,6.68,8.71,970,2.6,3.39,25137,67.33,87.89,1,M,MACRON,Emmanuel,15903,42.6,63.27,2,F,LE PEN,Marine,9234,24.73,36.73
31,Haute-Garonne,010,Pechbonnieu,32584,6147,18.87,26437,81.13,2394,7.35,9.06,897,2.75,3.39,23146,71.03,87.55,1,M,MACRON,Emmanuel,16142,49.54,69.74,2,F,LE PEN,Marine,7004,21.5,30.26
31,Haute-Garonne,011,Plaisance-du-Touch,35260,7520,21.33,27740,78.67,2450,6.95,8.83,944,2.68,3.4,24346,69.05,87.76,1,M,MACRON,Emmanuel,16755,47.52,68.82,2,F,LE PEN,Marine,7591,21.53,31.18
31,Haute-Garonne,012,Portet-sur-Garonne,35359,6953,19.66,28406,80.34,2689,7.6,9.47,906,2.56,3.19,24811,70.17,87.34,1,M,MACRON,Emmanuel,16183,45.77,65.23,2,F,LE PEN,Marine,8628,24.4,34.77
31,Haute-Garonne,013,Revel,31035,5830,18.79,25205,81.21,2423,7.81,9.61,1062,3.42,4.21,21720,69.99,86.17,1,M,MACRON,Emmanuel,14301,46.08,65.84,2,F,LE PEN,Marine,7419,23.91,34.16
31,Haute-Garonne,014,Saint-Gaudens,27080,6848,25.29,20232,74.71,1777,6.56,8.78,985,3.64,4.87,17470,64.51,86.35,1,M,MACRON,Emmanuel,10554,38.97,60.41,2,F,LE PEN,Marine,6916,25.54,39.59
31,Haute-Garonne,015,Toulouse-1,32768,10642,32.48,22126,67.52,1847,5.64,8.35,611,1.86,2.76,19668,60.02,88.89,1,M,MACRON,Emmanuel,16412,50.09,83.45,2,F,LE PEN,Marine,3256,9.94,16.55
31,Haute-Garonne,016,Toulouse-2,31199,9885,31.68,21314,68.32,1736,5.56,8.14,547,1.75,2.57,19031,61,89.29,1,M,MACRON,Emmanuel,16099,51.6,84.59,2,F,LE PEN,Marine,2932,9.4,15.41
31,Haute-Garonne,017,Toulouse-3,32166,10816,33.63,21350,66.37,1640,5.1,7.68,518,1.61,2.43,19192,59.67,89.89,1,M,MACRON,Emmanuel,16762,52.11,87.34,2,F,LE PEN,Marine,2430,7.55,12.66
31,Haute-Garonne,018,Toulouse-4,32998,10169,30.82,22829,69.18,1845,5.59,8.08,521,1.58,2.28,20463,62.01,89.64,1,M,MACRON,Emmanuel,17797,53.93,86.97,2,F,LE PEN,Marine,2666,8.08,13.03
31,Haute-Garonne,019,Toulouse-5,21266,7185,33.79,14081,66.21,1112,5.23,7.9,350,1.65,2.49,12619,59.34,89.62,1,M,MACRON,Emmanuel,10675,50.2,84.59,2,F,LE PEN,Marine,1944,9.14,15.41
31,Haute-Garonne,020,Toulouse-6,29104,10901,37.46,18203,62.54,1241,4.26,6.82,839,2.88,4.61,16123,55.4,88.57,1,M,MACRON,Emmanuel,12931,44.43,80.2,2,F,LE PEN,Marine,3192,10.97,19.8
31,Haute-Garonne,021,Toulouse-7,37537,8351,22.25,29186,77.75,2472,6.59,8.47,940,2.5,3.22,25774,68.66,88.31,1,M,MACRON,Emmanuel,19373,51.61,75.16,2,F,LE PEN,Marine,6401,17.05,24.84
31,Haute-Garonne,022,Toulouse-8,34839,10805,31.01,24034,68.99,1999,5.74,8.32,690,1.98,2.87,21345,61.27,88.81,1,M,MACRON,Emmanuel,16100,46.21,75.43,2,F,LE PEN,Marine,5245,15.05,24.57
31,Haute-Garonne,023,Toulouse-9,37841,10421,27.54,27420,72.46,2329,6.15,8.49,858,2.27,3.13,24233,64.04,88.38,1,M,MACRON,Emmanuel,18884,49.9,77.93,2,F,LE PEN,Marine,5349,14.14,22.07
31,Haute-Garonne,024,Toulouse-10,41600,9007,21.65,32593,78.35,2892,6.95,8.87,757,1.82,2.32,28944,69.58,88.8,1,M,MACRON,Emmanuel,23011,55.31,79.5,2,F,LE PEN,Marine,5933,14.26,20.5
31,Haute-Garonne,025,Toulouse-11,29094,8055,27.69,21039,72.31,1784,6.13,8.48,587,2.02,2.79,18668,64.16,88.73,1,M,MACRON,Emmanuel,15302,52.6,81.97,2,F,LE PEN,Marine,3366,11.57,18.03
31,Haute-Garonne,026,Tournefeuille,39773,8948,22.5,30825,77.5,2375,5.97,7.7,892,2.24,2.89,27558,69.29,89.4,1,M,MACRON,Emmanuel,21052,52.93,76.39,2,F,LE PEN,Marine,6506,16.36,23.61
31,Haute-Garonne,027,Villemur-sur-Tarn,30827,6320,20.5,24507,79.5,2224,7.21,9.07,866,2.81,3.53,21417,69.47,87.39,1,M,MACRON,Emmanuel,13002,42.18,60.71,2,F,LE PEN,Marine,8415,27.3,39.29
